NEW_COD_STUDENT,YEAR,SEMESTER,Course_encode,COURSE_NAME,COURSE_ID
3622,2005,2T,62 463 227 16,INVESTIGACIîN DE OPERACIONES I MARKETING ESTRATEGICO CONTABILIDAD I (1998-3) LOGêSTICA,ICHE01966 FIEC03319 FIEC05553 FIEC01578
3622,2006,1T,275 1567 155 1638 17 407,TEORêA DEL ARTE ECOLOGêA Y EDUCACIîN AMBIENTAL (B) QUêMICA ORGçNICA II INGLƒS AVANZADO A PLANEAC.RECURSOS MANUFACTURA (IAPI) COMPORTAMIENTO ORGANIZACIONAL,ICHE02709 FIEC03459 FIEC02105 FIEC03046 FIEC05645 ICHE00893
3622,2006,2T,807 1639 15 631,ECOLOGêA Y EDUCACIîN AMBIENTAL (B) INGLƒS BçSICO B PRODUCCIîN II (1997) RECUPERACION MEJORADA,FIEC01545 FIEC03053 FIEC05546 ICHE03541
3622,2007,1T,18 154 156 986 1505 1434,DISE„O PARA MANUFACTURA DISE„O Y CONTROL DE EMPAQUE LAB.DE QUêMICA ORGçNICA II GEOGRAFêA FêSICA Y AMBIENTAL ECOLOGêA Y EDUCACIîN AMBIENTAL (B) PROGRAMAS UTILITARIOS I,FIEC02097 FIEC05306 FIEC05322 FIEC05355 FIEC05884 FIEC06080
3624,2002,2T,137 148 426 193,EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL) TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA COMPORTAMIENTO ORGANIZACIONAL INGLƒS AVANZADO B,ICF00463 ICF00471 ICM00216 ICQ00018
3624,2003,1T,137 416 428 193,EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL) COMPORTAMIENTO ORGANIZACIONAL COMPORTAMIENTO ORGANIZACIONAL INGLƒS AVANZADO B,ICF00463 ICM00604 ICM00646 ICQ00018
3624,2003,2T,138 416 428 722,TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA COMPORTAMIENTO ORGANIZACIONAL COMPORTAMIENTO ORGANIZACIONAL FIS.EXPERIMENTAL I,ICF00489 ICM00604 ICM00646 ICM00901
3624,2004,1T,580 138 428,DERECHO II TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA COMPORTAMIENTO ORGANIZACIONAL,FIEC04341 ICF00489 ICM00646
3624,2004,2T,580 65 168 643,DERECHO II INVESTIGACIîN DE OPERACIONES II INGLƒS BçSICO A RECUPERACION MEJORADA,FIEC04341 ICHE00877 ICHE00885 ICM00653
3624,2005,2T,580 898 643,DERECHO II EDUCACIîN MUSICAL RECUPERACION MEJORADA,FIEC04341 FIEC04358 ICM00653
3624,2006,1T,788 447 247 358,ECOL.EDUC.AMB. COMPORTAMIENTO ORGANIZACIONAL TRANSFERENCIA DE CALOR II ETNOGRAFêA Y FOLKLOR,FIEC03012 FIEC04655 FMAR04093 ICF00703
3624,2006,2T,197 1569 37 218,INGLƒS BçSICO B SISTEMAS DE INFORMACIîN LOGêSTICA I CUENTAS NACIONALES,FIEC01735 FIEC04366 CELEX00067 FIEC04622
3624,2007,1T,461 1569 227 1024 407,ADM. RURAL Y COMERCIALIZACIîN SISTEMAS DE INFORMACIîN CONTABILIDAD I (1998-3) HERRAMIENTAS DE COLABORACIîN DIGITAL COMPORTAMIENTO ORGANIZACIONAL,FIEC00299 FIEC04366 FIEC05553 ICHE00612 ICHE00893
3624,2007,2T,84 787 463 227,SISTEMAS DISTRIBUIDOS TEC.EXP.ORAL Y ESCR. MARKETING ESTRATEGICO CONTABILIDAD I (1998-3),ICHE02089 FIEC01552 FIEC03319 FIEC05553
3624,2008,1T,275 18 1567 155 15 1211,TEORêA DEL ARTE DISE„O PARA MANUFACTURA ECOLOGêA Y EDUCACIîN AMBIENTAL (B) QUêMICA ORGçNICA II PRODUCCIîN II (1997) CONTROLES INDUSTRIALES ELƒCTRICOS,ICHE02709 FIEC02097 FIEC03459 FIEC02105 FIEC05546 ICHE04101
3624,2008,2T,147 1638 156 15 631 1505 936,TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA INGLƒS AVANZADO A LAB.DE QUêMICA ORGçNICA II PRODUCCIîN II (1997) RECUPERACION MEJORADA ECOLOGêA Y EDUCACIîN AMBIENTAL (B) GEOQUêMICA,ICM00166 FIEC03046 FIEC05322 FIEC05546 ICHE03541 FIEC05884 FIEC05488
3624,2009,1T,154 807 1639 123,DISE„O Y CONTROL DE EMPAQUE ECOLOGêA Y EDUCACIîN AMBIENTAL (B) INGLƒS BçSICO B EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL),FIEC05306 FIEC01545 FIEC03053 ICHE00448
3624,2009,2T,1426 694 158,HERRAMIENTAS DE COLABORACIîN DIGITAL SISTEMAS LINEALES DISE„O Y CONTROL DE EMPAQUE,FIEC03392 FMAR02162 FIEC06445
3626,2002,2T,898 137 148 426,EDUCACIîN MUSICAL EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL) TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA COMPORTAMIENTO ORGANIZACIONAL,FIEC04358 ICF00463 ICF00471 ICM00216
3626,2003,1T,580 138 65 416 428,DERECHO II TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA INVESTIGACIîN DE OPERACIONES II COMPORTAMIENTO ORGANIZACIONAL COMPORTAMIENTO ORGANIZACIONAL,FIEC04341 ICF00489 ICHE00877 ICM00604 ICM00646
3626,2003,2T,580 168 428 722 193,DERECHO II INGLƒS BçSICO A COMPORTAMIENTO ORGANIZACIONAL FIS.EXPERIMENTAL I INGLƒS AVANZADO B,FIEC04341 ICHE00885 ICM00646 ICM00901 ICQ00018
3626,2004,1T,297 147 788 397,PATRIMONIO CULTURAL PREHISPçNICO TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA ECOL.EDUC.AMB. INGENIERêA SANITARIA II,ICM00158 ICM00166 FIEC03012 ICHE01065
3626,2004,2T,195 147 197 899 144,INGLƒS AVANZADO B TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA INGLƒS BçSICO B COMUNICACIîN Y PRESENTACIONES EFECTIVAS EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL),ICHE02675 ICM00166 FIEC01735 FIEC04374 FIEC03426
3626,2005,1T,461 1569 787 1076 216 328,ADM. RURAL Y COMERCIALIZACIîN SISTEMAS DE INFORMACIîN TEC.EXP.ORAL Y ESCR. TƒCNICAS PICTîRICAS(SIST.MOD.DIS.GRçF.) INGLƒS AVANZADO A TEORêA DEL ARTE,FIEC00299 FIEC04366 FIEC01552 FIEC00075 FIEC01800 FIEC04382
3626,2005,2T,297 461 227 388,PATRIMONIO CULTURAL PREHISPçNICO ADM. RURAL Y COMERCIALIZACIîN CONTABILIDAD I (1998-3) INGENIERêA SANITARIA II,ICM00158 FIEC00299 FIEC05553 FIEC05579
3626,2006,1T,463 1638 447 292 460,MARKETING ESTRATEGICO INGLƒS AVANZADO A COMPORTAMIENTO ORGANIZACIONAL TEORêA DEL ARTE MOD:EXTENS.RURAL Y COOPERAT.,FIEC03319 FIEC03046 FIEC04655 FIEC01099 FIEC00679
3626,2006,2T,17 807 1639 1853,PLANEAC.RECURSOS MANUFACTURA (IAPI) ECOLOGêA Y EDUCACIîN AMBIENTAL (B) INGLƒS BçSICO B PROTECCIONES ELECTRICA (1998),FIEC05645 FIEC01545 FIEC03053 FIEC05561
3626,2007,1T,18 15 631 1505 1491,DISE„O PARA MANUFACTURA PRODUCCIîN II (1997) RECUPERACION MEJORADA ECOLOGêA Y EDUCACIîN AMBIENTAL (B) BIOLOGêA MARINA,FIEC02097 FIEC05546 ICHE03541 FIEC05884 FIEC05413
3626,2007,2T,275 1567 154 171 1603 1211,TEORêA DEL ARTE ECOLOGêA Y EDUCACIîN AMBIENTAL (B) DISE„O Y CONTROL DE EMPAQUE INGLƒS BçSICO A INGLƒS BçSICO B CONTROLES INDUSTRIALES ELƒCTRICOS,ICHE02709 FIEC03459 FIEC05306 ICHE04218 FIEC06056 ICHE04101
3627,2002,2T,580 898 137 148 426,DERECHO II EDUCACIîN MUSICAL EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL) TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA COMPORTAMIENTO ORGANIZACIONAL,FIEC04341 FIEC04358 ICF00463 ICF00471 ICM00216
3627,2003,1T,65 416 428 722 193,INVESTIGACIîN DE OPERACIONES II COMPORTAMIENTO ORGANIZACIONAL COMPORTAMIENTO ORGANIZACIONAL FIS.EXPERIMENTAL I INGLƒS AVANZADO B,ICHE00877 ICM00604 ICM00646 ICM00901 ICQ00018
3627,2003,2T,138 168 643,TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA INGLƒS BçSICO A RECUPERACION MEJORADA,ICF00489 ICHE00885 ICM00653
3627,2004,1T,580 147 197 397,DERECHO II TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA INGLƒS BçSICO B INGENIERêA SANITARIA II,FIEC04341 ICM00166 FIEC01735 ICHE01065
3627,2004,2T,147 788 216 328,TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA ECOL.EDUC.AMB. INGLƒS AVANZADO A TEORêA DEL ARTE,ICM00166 FIEC03012 FIEC01800 FIEC04382
3627,2005,1T,195 788 461 1076 144,INGLƒS AVANZADO B ECOL.EDUC.AMB. ADM. RURAL Y COMERCIALIZACIîN TƒCNICAS PICTîRICAS(SIST.MOD.DIS.GRçF.) EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL),ICHE02675 FIEC03012 FIEC00299 FIEC00075 FIEC03426
3627,2005,2T,463 1568 462 218 253,MARKETING ESTRATEGICO SISTEMAS DE INFORMACIîN MOD:EXTENS.RURAL Y COOPERAT. CUENTAS NACIONALES SISTEMAS TƒRMICOS I,FIEC03319 FIEC05066 FIEC00745 FIEC04622 FIEC05231
3627,2006,2T,84 787 18 447 292,SISTEMAS DISTRIBUIDOS TEC.EXP.ORAL Y ESCR. DISE„O PARA MANUFACTURA COMPORTAMIENTO ORGANIZACIONAL TEORêA DEL ARTE,ICHE02089 FIEC01552 FIEC02097 FIEC04655 FIEC01099
3627,2007,1T,17 1853 631 247,PLANEAC.RECURSOS MANUFACTURA (IAPI) PROTECCIONES ELECTRICA (1998) RECUPERACION MEJORADA TRANSFERENCIA DE CALOR II,FIEC05645 FIEC05561 ICHE03541 FMAR04093
3627,2008,1T,275 1567 227 388 15,TEORêA DEL ARTE ECOLOGêA Y EDUCACIîN AMBIENTAL (B) CONTABILIDAD I (1998-3) INGENIERêA SANITARIA II PRODUCCIîN II (1997),ICHE02709 FIEC03459 FIEC05553 FIEC05579 FIEC05546
3627,2008,2T,62 1638 154 1505 446,INVESTIGACIîN DE OPERACIONES I INGLƒS AVANZADO A DISE„O Y CONTROL DE EMPAQUE ECOLOGêA Y EDUCACIîN AMBIENTAL (B) PSICOLOGêA INDUSTRIAL,ICHE01966 FIEC03046 FIEC05306 FIEC05884 FIEC05603
3627,2009,1T,807 1639 39 1605,ECOLOGêA Y EDUCACIîN AMBIENTAL (B) INGLƒS BçSICO B LOGêSTICA INGLƒS BçSICO A,FIEC01545 FIEC03053 CELEX00091 FIEC06429
3628,2002,2T,580 898 137 148,DERECHO II EDUCACIîN MUSICAL EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL) TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA,FIEC04341 FIEC04358 ICF00463 ICF00471
3628,2003,2T,137 148 426 722,EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL) TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA COMPORTAMIENTO ORGANIZACIONAL FIS.EXPERIMENTAL I,ICF00463 ICF00471 ICM00216 ICM00901
3628,2004,2T,580 416 428,DERECHO II COMPORTAMIENTO ORGANIZACIONAL COMPORTAMIENTO ORGANIZACIONAL,FIEC04341 ICM00604 ICM00646
3628,2005,1T,65 168 428,INVESTIGACIîN DE OPERACIONES II INGLƒS BçSICO A COMPORTAMIENTO ORGANIZACIONAL,ICHE00877 ICHE00885 ICM00646
3628,2005,2T,643 788 218 358,RECUPERACION MEJORADA ECOL.EDUC.AMB. CUENTAS NACIONALES ETNOGRAFêA Y FOLKLOR,ICM00653 FIEC03012 FIEC04622 ICF00703
3628,2006,1T,197 227 447 328 247,INGLƒS BçSICO B CONTABILIDAD I (1998-3) COMPORTAMIENTO ORGANIZACIONAL TEORêA DEL ARTE TRANSFERENCIA DE CALOR II,FIEC01735 FIEC05553 FIEC04655 FIEC04382 FMAR04093
3628,2006,2T,172 195 197 1638 328 986,INGLƒS BçSICO B INGLƒS AVANZADO B INGLƒS BçSICO B INGLƒS AVANZADO A TEORêA DEL ARTE GEOGRAFêA FêSICA Y AMBIENTAL,ICHE01438 ICHE02675 FIEC01735 FIEC03046 FIEC04382 FIEC05355
3628,2007,1T,461 787 17 807 1639,ADM. RURAL Y COMERCIALIZACIîN TEC.EXP.ORAL Y ESCR. PLANEAC.RECURSOS MANUFACTURA (IAPI) ECOLOGêA Y EDUCACIîN AMBIENTAL (B) INGLƒS BçSICO B,FIEC00299 FIEC01552 FIEC05645 FIEC01545 FIEC03053
3628,2007,2T,1569 463 631 1425 1421 936,SISTEMAS DE INFORMACIîN MARKETING ESTRATEGICO RECUPERACION MEJORADA HERRAMIENTAS DE COLABORACIîN DIGITAL HERRAMIENTAS DE COLABORACIîN DIGITAL GEOQUêMICA,FIEC04366 FIEC03319 ICHE03541 FIEC05439 FIEC05405 FIEC05488
3628,2008,1T,84 1567 154 1505 1491 1422,SISTEMAS DISTRIBUIDOS ECOLOGêA Y EDUCACIîN AMBIENTAL (B) DISE„O Y CONTROL DE EMPAQUE ECOLOGêA Y EDUCACIîN AMBIENTAL (B) BIOLOGêA MARINA HERRAMIENTAS DE COLABORACIîN DIGITAL,ICHE02089 FIEC03459 FIEC05306 FIEC05884 FIEC05413 FIEC05421
3628,2008,2T,193 62 18 15 446 1149,INGLƒS AVANZADO B INVESTIGACIîN DE OPERACIONES I DISE„O PARA MANUFACTURA PRODUCCIîN II (1997) PSICOLOGêA INDUSTRIAL ANçLISIS DE REDES ELƒCTRICAS II,ICQ00018 ICHE01966 FIEC02097 FIEC05546 FIEC05603 FIEC05447
3629,2003,2T,580 898 137 148 426,DERECHO II EDUCACIîN MUSICAL EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL) TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA COMPORTAMIENTO ORGANIZACIONAL,FIEC04341 FIEC04358 ICF00463 ICF00471 ICM00216
3629,2004,1T,137 426 722 193,EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL) COMPORTAMIENTO ORGANIZACIONAL FIS.EXPERIMENTAL I INGLƒS AVANZADO B,ICF00463 ICM00216 ICM00901 ICQ00018
3629,2004,2T,137 416 428,EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL) COMPORTAMIENTO ORGANIZACIONAL COMPORTAMIENTO ORGANIZACIONAL,ICF00463 ICM00604 ICM00646
3629,2005,1T,580 138 65 416 428,DERECHO II TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA INVESTIGACIîN DE OPERACIONES II COMPORTAMIENTO ORGANIZACIONAL COMPORTAMIENTO ORGANIZACIONAL,FIEC04341 ICF00489 ICHE00877 ICM00604 ICM00646
3629,2005,2T,580 643 253,DERECHO II RECUPERACION MEJORADA SISTEMAS TƒRMICOS I,FIEC04341 ICM00653 FIEC05231
3629,2006,1T,247 37 291 358,TRANSFERENCIA DE CALOR II LOGêSTICA I TƒC.EXP.ORAL ESCRITA E INVESTIGACIîN (B) ETNOGRAFêA Y FOLKLOR,FMAR04093 CELEX00067 ICM01974 ICF00703
3629,2006,2T,168 788 291,INGLƒS BçSICO A ECOL.EDUC.AMB. TƒC.EXP.ORAL ESCRITA E INVESTIGACIîN (B),ICHE00885 FIEC03012 ICM01974
3629,2007,1T,147 788 358,TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA ECOL.EDUC.AMB. ETNOGRAFêA Y FOLKLOR,ICM00166 FIEC03012 ICF00703
3629,2007,2T,195 147 197 17 218,INGLƒS AVANZADO B TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA INGLƒS BçSICO B PLANEAC.RECURSOS MANUFACTURA (IAPI) CUENTAS NACIONALES,ICHE02675 ICM00166 FIEC01735 FIEC05645 FIEC04622
3629,2008,1T,197 1569 227 38 407,INGLƒS BçSICO B SISTEMAS DE INFORMACIîN CONTABILIDAD I (1998-3) PRODUCCIîN II (1997) COMPORTAMIENTO ORGANIZACIONAL,FIEC01735 FIEC04366 FIEC05553 CELEX00075 ICHE00893
3629,2008,2T,197 787 1638,INGLƒS BçSICO B TEC.EXP.ORAL Y ESCR. INGLƒS AVANZADO A,FIEC01735 FIEC01552 FIEC03046
3629,2009,1T,461 155 807 1639 631 1061,ADM. RURAL Y COMERCIALIZACIîN QUêMICA ORGçNICA II ECOLOGêA Y EDUCACIîN AMBIENTAL (B) INGLƒS BçSICO B RECUPERACION MEJORADA PROYECTOS I (SIST.MOD.DIS.GRçF.),FIEC00299 FIEC02105 FIEC01545 FIEC03053 ICHE03541 FIEC06437
3629,2009,2T,276 154 156 1505 40 1061 70,TEORêA DEL ARTE DISE„O Y CONTROL DE EMPAQUE LAB.DE QUêMICA ORGçNICA II ECOLOGêA Y EDUCACIîN AMBIENTAL (B) LOGêSTICA I PROYECTOS I (SIST.MOD.DIS.GRçF.) SISTEMAS DISTRIBUIDOS,ICHE01693 FIEC05306 FIEC05322 FIEC05884 CELEX00083 FIEC06437 ICQ01032
3629,2010,1T,463 1567 986 42 399 368,MARKETING ESTRATEGICO ECOLOGêA Y EDUCACIîN AMBIENTAL (B) GEOGRAFêA FêSICA Y AMBIENTAL LOGêSTICA INGENIERêA SANITARIA II INGENIERêA SANITARIA II,FIEC03319 FIEC03459 FIEC05355 CELEX00109 ICHE01545 FIEC06064
3629,2010,2T,18 328 1426 41 694 158 1774,DISE„O PARA MANUFACTURA TEORêA DEL ARTE HERRAMIENTAS DE COLABORACIîN DIGITAL PRODUCCIîN II (1997) SISTEMAS LINEALES DISE„O Y CONTROL DE EMPAQUE MATEMçTICAS FINANCIERAS,FIEC02097 FIEC04382 FIEC03392 CELEX00117 FMAR02162 FIEC06445 ICF00802
3630,2002,2T,580 898 137 148 426,DERECHO II EDUCACIîN MUSICAL EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL) TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA COMPORTAMIENTO ORGANIZACIONAL,FIEC04341 FIEC04358 ICF00463 ICF00471 ICM00216
3630,2003,1T,137 426 722 193,EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL) COMPORTAMIENTO ORGANIZACIONAL FIS.EXPERIMENTAL I INGLƒS AVANZADO B,ICF00463 ICM00216 ICM00901 ICQ00018
3630,2003,2T,580 138 168 416 428,DERECHO II TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA INGLƒS BçSICO A COMPORTAMIENTO ORGANIZACIONAL COMPORTAMIENTO ORGANIZACIONAL,FIEC04341 ICF00489 ICHE00885 ICM00604 ICM00646
3630,2004,1T,138 65 416 788 407,TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA INVESTIGACIîN DE OPERACIONES II COMPORTAMIENTO ORGANIZACIONAL ECOL.EDUC.AMB. COMPORTAMIENTO ORGANIZACIONAL,ICF00489 ICHE00877 ICM00604 FIEC03012 ICHE00893
3630,2004,2T,195 643 899 397,INGLƒS AVANZADO B RECUPERACION MEJORADA COMUNICACIîN Y PRESENTACIONES EFECTIVAS INGENIERêA SANITARIA II,ICHE02675 ICM00653 FIEC04374 ICHE01065
3630,2005,1T,197 1569 1350 787 1421,INGLƒS BçSICO B SISTEMAS DE INFORMACIîN CULTIVO DE PLANCTON TEC.EXP.ORAL Y ESCR. HERRAMIENTAS DE COLABORACIîN DIGITAL,FIEC01735 FIEC04366 FIEC04390 FIEC01552 FIEC05405
3630,2005,2T,147 197 84 787 123,TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA INGLƒS BçSICO B SISTEMAS DISTRIBUIDOS TEC.EXP.ORAL Y ESCR. EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL),ICM00166 FIEC01735 ICHE02089 FIEC01552 ICHE00448
3630,2006,1T,463 227 447 247 358,MARKETING ESTRATEGICO CONTABILIDAD I (1998-3) COMPORTAMIENTO ORGANIZACIONAL TRANSFERENCIA DE CALOR II ETNOGRAFêA Y FOLKLOR,FIEC03319 FIEC05553 FIEC04655 FMAR04093 ICF00703
3630,2006,2T,1567 155 1638 388 986,ECOLOGêA Y EDUCACIîN AMBIENTAL (B) QUêMICA ORGçNICA II INGLƒS AVANZADO A INGENIERêA SANITARIA II GEOGRAFêA FêSICA Y AMBIENTAL,FIEC03459 FIEC02105 FIEC03046 FIEC05579 FIEC05355
3630,2007,1T,275 18 807 1639 631,TEORêA DEL ARTE DISE„O PARA MANUFACTURA ECOLOGêA Y EDUCACIîN AMBIENTAL (B) INGLƒS BçSICO B RECUPERACION MEJORADA,ICHE02709 FIEC02097 FIEC01545 FIEC03053 ICHE03541
3630,2007,2T,62 154 156 15 273,INVESTIGACIîN DE OPERACIONES I DISE„O Y CONTROL DE EMPAQUE LAB.DE QUêMICA ORGçNICA II PRODUCCIîN II (1997) TEORêA DEL ARTE,ICHE01966 FIEC05306 FIEC05322 FIEC05546 ICHE00604
3631,2002,2T,137 148 426 193,EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL) TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA COMPORTAMIENTO ORGANIZACIONAL INGLƒS AVANZADO B,ICF00463 ICF00471 ICM00216 ICQ00018
3631,2003,1T,65 168 416 428,INVESTIGACIîN DE OPERACIONES II INGLƒS BçSICO A COMPORTAMIENTO ORGANIZACIONAL COMPORTAMIENTO ORGANIZACIONAL,ICHE00877 ICHE00885 ICM00604 ICM00646
3631,2003,2T,898 138 147 643,EDUCACIîN MUSICAL TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA RECUPERACION MEJORADA,FIEC04358 ICF00489 ICM00166 ICM00653
3631,2004,1T,580 722 197 397,DERECHO II FIS.EXPERIMENTAL I INGLƒS BçSICO B INGENIERêA SANITARIA II,FIEC04341 ICM00901 FIEC01735 ICHE01065
3631,2004,2T,580 1084 461 388,DERECHO II TƒCNICAS PICTîRICAS(SIST.MOD.DIS.GRçF.) ADM. RURAL Y COMERCIALIZACIîN INGENIERêA SANITARIA II,FIEC04341 FIEC01776 FIEC00299 FIEC05579
3631,2005,1T,195 788 1350 463,INGLƒS AVANZADO B ECOL.EDUC.AMB. CULTIVO DE PLANCTON MARKETING ESTRATEGICO,ICHE02675 FIEC03012 FIEC04390 FIEC03319
3631,2005,2T,84 787 16 218 253,SISTEMAS DISTRIBUIDOS TEC.EXP.ORAL Y ESCR. LOGêSTICA CUENTAS NACIONALES SISTEMAS TƒRMICOS I,ICHE02089 FIEC01552 FIEC01578 FIEC04622 FIEC05231
3631,2006,1T,62 275 18 1567 227,INVESTIGACIîN DE OPERACIONES I TEORêA DEL ARTE DISE„O PARA MANUFACTURA ECOLOGêA Y EDUCACIîN AMBIENTAL (B) CONTABILIDAD I (1998-3),ICHE01966 ICHE02709 FIEC02097 FIEC03459 FIEC05553
3631,2006,2T,172 155 1638 123,INGLƒS BçSICO B QUêMICA ORGçNICA II INGLƒS AVANZADO A EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL),ICHE01438 FIEC02105 FIEC03046 ICHE00448
3631,2007,1T,1569 100 807 1639 156 15 1505,SISTEMAS DE INFORMACIîN TƒCNICAS DE IMPRESIîN ECOLOGêA Y EDUCACIîN AMBIENTAL (B) INGLƒS BçSICO B LAB.DE QUêMICA ORGçNICA II PRODUCCIîN II (1997) ECOLOGêA Y EDUCACIîN AMBIENTAL (B),FIEC04366 ICHE01982 FIEC01545 FIEC03053 FIEC05322 FIEC05546 FIEC05884
3631,2007,2T,62 154 247 368 1211,INVESTIGACIîN DE OPERACIONES I DISE„O Y CONTROL DE EMPAQUE TRANSFERENCIA DE CALOR II INGENIERêA SANITARIA II CONTROLES INDUSTRIALES ELƒCTRICOS,ICHE01966 FIEC05306 FMAR04093 FIEC06064 ICHE04101
3632,2002,2T,580 898 137 148 426 416 722,DERECHO II EDUCACIîN MUSICAL EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL) TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA COMPORTAMIENTO ORGANIZACIONAL COMPORTAMIENTO ORGANIZACIONAL FIS.EXPERIMENTAL I,FIEC04341 FIEC04358 ICF00463 ICF00471 ICM00216 ICM00604 ICM00901
3632,2003,1T,138 65 416 428 193 788,TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA INVESTIGACIîN DE OPERACIONES II COMPORTAMIENTO ORGANIZACIONAL COMPORTAMIENTO ORGANIZACIONAL INGLƒS AVANZADO B ECOL.EDUC.AMB.,ICF00489 ICHE00877 ICM00604 ICM00646 ICQ00018 FIEC03012
3632,2003,2T,168 297 147 643 899 397,INGLƒS BçSICO A PATRIMONIO CULTURAL PREHISPçNICO TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA RECUPERACION MEJORADA COMUNICACIîN Y PRESENTACIONES EFECTIVAS INGENIERêA SANITARIA II,ICHE00885 ICM00158 ICM00166 ICM00653 FIEC04374 ICHE01065
3632,2004,1T,147 197 1569 787 1421,TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA INGLƒS BçSICO B SISTEMAS DE INFORMACIîN TEC.EXP.ORAL Y ESCR. HERRAMIENTAS DE COLABORACIîN DIGITAL,ICM00166 FIEC01735 FIEC04366 FIEC01552 FIEC05405
3632,2004,2T,195 297 461 1350 787 328,INGLƒS AVANZADO B PATRIMONIO CULTURAL PREHISPçNICO ADM. RURAL Y COMERCIALIZACIîN CULTIVO DE PLANCTON TEC.EXP.ORAL Y ESCR. TEORêA DEL ARTE,ICHE02675 ICM00158 FIEC00299 FIEC04390 FIEC01552 FIEC04382
3632,2005,1T,463 1567 227 388 1425 1422,MARKETING ESTRATEGICO ECOLOGêA Y EDUCACIîN AMBIENTAL (B) CONTABILIDAD I (1998-3) INGENIERêA SANITARIA II HERRAMIENTAS DE COLABORACIîN DIGITAL HERRAMIENTAS DE COLABORACIîN DIGITAL,FIEC03319 FIEC03459 FIEC05553 FIEC05579 FIEC05439 FIEC05421
3632,2005,2T,84 18 1638 16 631,SISTEMAS DISTRIBUIDOS DISE„O PARA MANUFACTURA INGLƒS AVANZADO A LOGêSTICA RECUPERACION MEJORADA,ICHE02089 FIEC02097 FIEC03046 FIEC01578 ICHE03541
3632,2006,1T,17 1639 986 37 445,PLANEAC.RECURSOS MANUFACTURA (IAPI) INGLƒS BçSICO B GEOGRAFêA FêSICA Y AMBIENTAL LOGêSTICA I GESTIîN DE PERSONAL,FIEC05645 FIEC03053 FIEC05355 CELEX00067 FIEC05660
3632,2006,2T,275 154 807 1491,TEORêA DEL ARTE DISE„O Y CONTROL DE EMPAQUE ECOLOGêA Y EDUCACIîN AMBIENTAL (B) BIOLOGêA MARINA,ICHE02709 FIEC05306 FIEC01545 FIEC05413
3632,2007,1T,15 1505 1149 1424,PRODUCCIîN II (1997) ECOLOGêA Y EDUCACIîN AMBIENTAL (B) ANçLISIS DE REDES ELƒCTRICAS II HERRAMIENTAS DE COLABORACIîN DIGITAL,FIEC05546 FIEC05884 FIEC05447 FIEC05462
